Review,Varietal
"Champagne Egrot (prounounced Eh-grow) falls in the same company as Bonville and Launois in terms of value for money.   80% Grand Cru Pinot Noir from Ay, 20% Premier Cru Chardonnay from Louvois, aged on the lees well over half a decade.  For under $35.  Proprietors Elisabeth (Henri Goutorbe’s granddaughter) and Jean-Marie Egrot have a long history in Champagne, and the pedigree shows in the bottle.  Precision, richness, freshness, depth and length are all on full display.  A subtle toast quality perfectly underlines rich pear, Bing cherry and apple blossom notes, with vibrant minerals and crisp acidity.  Champagne enthusiasts rejoice!
",Other White Wines
"This bottle of Champagne defines balance for me. I think it is the perfect blend of fruit and acidity, while still showing depth and richness from the Pinot Noir. I think this is an incredible value and is the absolute perfect choice for an occasion, not only because of the great price-point, but because it exhibits qualities that could please even the most discerning palate. This is my new house sparkling for sure.
",Other White Wines
"This is Champagne of masterful balance, and certainly defies its reasonable price with its elegance. Cinnamon and I shared this with her mother Margaret the night before last, and while it has the black cherry of Ay, it is not as powerful or obvious as most of the wines from that village. It ended up coming very close to our three person fridge to recycling bin record!
",Other White Wines
"Intense, yet exquisitely balanced, the Cuvee Eclatante has a subtle minerality on the nose, the classic bright apple fruit in the mouth and an elegant, seamless hazelnut finish.
",Other White Wines
"A wonderful dry and elegant Champagne that is refreshing and lively. It has nice balance and complexity with just the right amount of mineral flavors, fruit and acidity.It will be pleasurable alone or with lighter foods.
",Other White Wines
"This is a unique and lively wine from a village in Champagne with a very rich history, Ay. This cuvee is composed of 80% Pinot Noir and 20% Chardonnay. The Pinot Noir gives this wine a vivacious and expressive nose, with great semi-constant bubbles that makes for a quite elegant texture. With a hint of slate, our buyer, Gary Westby, puts it best in his review by saying, ""It has a good finish with a line of chalky minerality that is uncommon in Pinot Noir-based Champagnes, but the signature of Ay grand cru."" This is a gem that over performs for it's quality to price ratio. Enjoy this wine while it is here. The more that is left at the store, the more there is for me!
",Other White Wines
"This Champagne is easily one of our top values. Made up of mostly 2007 fruit, the Pinot Noir really shines. Lots of black cherry with ripe raspberry notes, dry, chalky minerality (as mentioned numerous times), and well rounded acidty really make this an exceptional wine.
",Other White Wines
"I love this Champagne. It has the most explosive bead when it hits the palate, tongue tickling goodness.%100 estate grown fruit. %70 Pinot Noir, %25 Chardonnay and %5 Pinot Meunier.Really stunning and a very reasonable price for this quality.
",Other White Wines
"From the daughter of Henroit Goutorbe, Elisabeth is making something so elegant and superb for a far better price! 70% Pinot noir, and 25% Chardonnay, with 5% Pinot Meunier, this Champagne is rich and moussy, with a full of honey and caramelized fruit on the nose and finish. delicate yet plush, and a steal in my book!
",Other White Wines
"This is a new Champagne for me that thanks to our buyer Gary Westby, I had the chance to taste and love it. With a fascinating nose of caramel toffee, some cocoa powder and a surprising wiff of pain-au-chocolat and cherries that brought back memories of a breakfast on a back street cafe around the Champs-Elisees. A great wine for a very elegant apperitif.
",Other White Wines
"Great tasting Champagne with good pinot noir flavor. Very well balanced on the palate with nice body.A little toasty with a taste of rhubarb undertone. Yes I like it!
",Other White Wines
"Medium body, gobs of dark red cherry Pinot fruit. Satisfying and delicious alone - or paired with something on the earthy, savory side.
",Other White Wines
"Our staff tasting of the wines from Vigneti Massa was truly a revelation! As someone who does not drink a lot of white wine, this introduction to the Italian grape Timorasso was an exciting new adventure. While it draws on some familiar tastes and sensations comparable to White Burgundies and Rieslings, this grape has a depth and character all of its own. This particular bottling was light, bright, with great minerality and stonefruit undertones. Slightly sweet, refreshingly crisp, this $25 bottle is a heck of a value and a great introduction to a new varietal and producer. Give it a try, and you'll want to know, and taste, more!
",Other White Wines
"Thanks to a recent staff tasting session, I'm quite intrigued by the Timorasso varietal. Hailing from a small region in Italy, and nowhere else, comes this mineral driven white wine with lots of bright acidity, and in this expression, a Riesling-like nose. This has lots going on on the palate with stone fruits and wonderful baking spice. While it continues to change on the palate, offering you hints of other white varietals here and there, no white wine I've ever tasted before, blends flavors and textures so well. Yes, you'll draw comparisons to other white wine varietals, like we did, but until you try it yourself, you'll just have to take our word for how much this wine deserves its own place at your table and in your cellar.
",Other White Wines
"My go-to white wine! If you're looking for something a little different, something refreshing, something unpretentious and just good to drink that won't break the bank, this is your winner! It's tangy and zesty with very floral aromatics and hints of grapefruit. You can't afford not to try this.
",Other White Wines
"Meyer lemon, white peach, and honeydew melon aromas move into slightly floral qualities. Initial salty mineral notes, followed by ripe green apple and unripe stone fruit. Great mouthfeel and texture on this wine; this Albariño is a perfect summer sipper
",Other White Wines
"The decadent, complex Michel Arnould ""Grand Cuvée"" Brut is the creamiest of their lineup, featuring a toasty hazelnut note and a crisp finish, which balances well with the richness and bright cherry fruit of the palate. Although not technically a vintage release, this is from the warmer 2009 harvest, making it instantly accessible, with weighty texture and just the right amount of lift. North-facing slopes in Verzenay ripen Pinot Noir beautifully but maintain a snap of acidity that pairs well with sushi, and the raciness here cuts through anything with ponzu sauce. This is easily one of my favorite Pinot-based Champagnes in the store, and a killer value.
",Other White Wines
"This is one of my very favorite non-vintage Champagnes! Cinnamon and I shipped this to Costanoa, a resort by the beach (better than carrying it on our bicycle!) and enjoyed it alfresco after a day in the saddle. We carried Riedel ""O"" stemless glasses in our jersey pockets (don't try this at home kids!) because we forgot to ship them... We were glad we did. This wine has so much complexity and subtlety it would have been a shame to drink it out of substandard glassware. The Grand Cuvee is very powerful Pinot-based stuff, with a hint of smoke on the nose, a very supple texture and a bone dry, persistent finish. A great reward after a long ride.
",Other White Wines
"I tried this for the first time recently and was thoroughly impressed with the quality of this sub-$40 Champagne.  Located in Verzenay, a historical Grand Cru rich in calcareous soil, this Champagne is full of ripe white cherries and hazelnuts with a touch of toasty croissant.  It's balanced beautifully between richness and brightness with a bracing vein of acidity running through.  Pick up a bottle for your next dinner date or party.
",Other White Wines
"Well balanced, rich, but not overbearingly so. Who knew we'd have so many fantastic Grand Cru champagnes at such a fantastic price, and this here is no exception. This champagne finishes off with a nice toasted hazelnut finish, that simply makes this grand cru irresistible!
",Other White Wines
"One of the true staff favorites, this Champagne comes off as rich and ripe, but the acidity cuts right through leaving an extremely well balanced, wonderfully complex and driving wine in your glass. Black cherry, brioche, and hazelnut complement. Think Krug at almost a quarter of the price!
",Other White Wines
"Rich, yet exquisitely balanced, the Michel Arnould Grand Cuvée Brut has a subtle minerality on the nose, the classic bright cherry fruit in the mouth and an elegant, seamless hazelnut finish.  Try with some seared sea scallops in a citrus cream reduction.
",Other White Wines
"This is my quintessential Classic Champagne for the Holidays and all Year round for that matter. Mineral and fresh on the nose, Rich and luscious on the mid-palate, with an elegant, seamless finish. It keeps you wanting more...
",Other White Wines
"Lovely toast on the nose. Classic pain grille, bright cherry, and hazelnut in the mouth. The ripeness of the fruit is offset by bracing acidity and an intense mineral character. A big, bold wine, this champagne will be the center of attention at any party.
",Other White Wines
"This Marne rosé is the rich delicious result of the maceration method, where the skins of Pinot Noir and Pinot Meunier are left in contact with the wine for two days, giving it its rich pink color and round texture.  The flavor profile is a great combination of bright red fruit with darker herbal elements for a very complete and satisfying rosé experience. 
",Other White Wines
"A pleasing, plush style with plenty of red fruits, subtle herbal notes due to the percentage of Pinot Meunier, and a very favorable toasty quality. I enjoyed this with friends after a long work week and it certainly did not disappoint.
",Other White Wines
"Louis Roederer continues to be one of my favorite, go to grand marque Champagnes. This vintage rosé is everything that I am looking for in pink Champagne - bright, crunchy red berry flavors, well integrated acidity, dosage and bubbles, and a well defined minerality which I find present in all of Louis Roederer Champagnes. The difference in their vintage dated wines is added intensity on the mid-palate and more length on the finish. Well worth the price, I find this to be one of our better values in vintage, grand marque Champagne!
",Other White Wines
"2011 may have been a difficult vintage, but it does not show in this rose from Louis Roederer. Ripe red fruits and blood orange are paired with floral, toast and orchard fruits. The refreshing acidity is in perfect balance with the complex flavors and aromas in this Champagne and can be enjoyed now or cellared for a few more years.
",Other White Wines
"The nose is full of  apple blossom, ripe pear and jasmine and while that sounds tres exotic the nose is actually really vinous. On the palate the 2016 vintage shows its ripeness but Vietti's Arneis has excellent balance and acidity to support the extra mid palate richness. It finishes clean, focused and gives you the sense that you had a wine of substance, perfect for a pasta primavera or grilled shrimp.
",Other White Wines
"Tangy acidity focuses this firm, snappy white. The palate is subtle and creamy, offering an elegant mix of almond skin, crunchy white peach and pink grapefruit granita.
",Other White Wines
"Situated in the Minervois, an oft-overlooked region within the Languedoc-Roussillon, the winemakers at Chateau Saint Jacques d'Albas favor a more natural approach to wine making, approaching the vinification process with minimal intervention.  They limit yields to produce more expressive grapes and utilize organic methods when managing the soil and the vines.  What you get is an intensely flavorful wine for an incredible bargain.  The blending of Viognier, Vermentino and Roussanne creates a well balanced and aromatic wine.  Notes of honeysuckle, lemon zest and stone fruit pop, while the bright acid is balanced by a roundness and overall medium body.  Fans of unoaked Chardonnay should give this a try if you're looking to expand your repertoire and try something new.
",Other White Wines
"This dry Amontillado is a perfect accompaniment to cured meats and other Spanish style snacks.  With its beautiful amber color, this Amontillado has pungent aromas of roasted nuts, coffee and dried figs, while the palate includes candied orange peel, seawater, toffee and butterscotch. Its pronounced flavors open up your pairing possibilities to more than just snacks, it could even hold up to a full array of grilled meats.
",Other White Wines
"If you’re looking for a good dry Amontillado, you’ve found your bottle here; this is a lot of sherry for the money! The Los Arcos offers expansive and intense flavors on a well balanced frame. Toasted almond and dried fruit aromas are followed by flavors of salty, toasted nuts juxtaposed nicely against a mellow sweetness. The finish is crisp and dry. What it might lack in nuance when compared to some pricier bottlings it more than makes up for in overall harmony and depth of flavor. Lovely stuff.Incidentally, if you’re making atavistic cocktail recipes such as the Bamboo or the Tuxedo that call for dry sherry, the Los Arcos shows to good effect in them. It doesn’t get lost in the mix the way pretty much any Manzanillas or Finos I’ve used to date seem to.
",Other White Wines
"Most often Pinot Meunier is the backup dancer to Chardonnay and Pinot Noir in Champagne, but Fallet-Dart has taken the chance to bring it center stage in their Grand Reserve! I fell for PM-heavy Champagnes last year when I had one from Michel Loriot, and they continue to stun me with their suppleness, bold aromatics and concentration while still being fresh, long lived, and elegant. The Grand Reserve checks off all those desired characters and is extremely food-friendly. My fiance and I enjoyed this with a rotisserie chicken, fresh bread and cheese—absolutely delicious! It is weighted enough to stand up to the rich meal while the unanticipated acidity refreshes the palate. With that said, I think the wine is extremely versatile and could be paired with lighter dishes such as sautéed white fish with a white bean and tomato salad or even a grilled chicken salad. Either way, I will be drinking it again soon!
",Other White Wines
"This delicious Champagne is aged four years on the lees, and crafted from only Pinot Noir and Pinot Meunier. The result is a rich, toasty Champagne rich in brioche, red apple and Marcona almond flavors, but with a surprisingly perfumed finish, with slight tropical flavors of white peach and honeysuckle.
",Other White Wines
"The Fallet-Dart house has a mind blowing history with 17 generations behind the line to perfect their Champagne and perfect it they have. With majority Pinot Meunier and four years of aging sur lees this bottle shows a richer, toastier style while still showcasing brightness and freshness hard to achieve with this blend. I love that Fallet-Dart is not afraid to experiment with a Pinot Meunier heavy blend, though it is not by chance it turned out phenomenally with the clear dedication and hard work in the craft they put in year after year.
",Other White Wines
"One of our newest DI from Champagne and again I feel that it is a little ridiculous to drink Champagne at this level for this price. The Fallet-Dart wines all share a beautiful toasty note to them that comes from long aging on the lees. Although there are other, more manipulative ways, to create this toasty note, the fact that Fallet-Dart can achieve it and have it age is only because they allow their wine to rest until it is ready. As toasty and rich as the nose is, there is no buttery note here; instead bright, clean acid and notes of lemon and spice zip along the palate and help give it a long finish.
",Other White Wines
"The Fallet-Dart Champagnes all represent fantastic values, and there are a number to choose from depending on your preference and budget.  Each on shows a lovely toasty note from their preference for long lees contact.  The Grand reserve is rich but has a lovely crunchy crispness of fresh citrus over red apple fruit.  It finishes up with a very refreshing clean snap.
",Other White Wines
"70% Pinot Meunier, 30% Pinot Noir.  I had this recently to celebrate a good friend’s birthday and we were all stunned by its goodness!  It had wonderful fresh pear and apple fruit notes, a broad presence on the palate, and a crisp finish that left a nice yeastiness lingering for over a minute!  If you’re on the grower-producer train, this is an essential!
",Other White Wines
"The 2011 is creamier and a bit richer than the 2010, though maintaining the dry, linear features that give this wine its unique character. Flavors of apple, lemon, and stony/chalky minerals gain extra roundness from the extended time (six-plus years) on the lees. Instead of crunchy green apples, the profile here shows more ripened, baked golden apples, hints of baking spice, and moussey bubbles. This profound and versatile wine will pair perfectly with the same foods you might pair with Champagne, from creamy Mahon cheese to fresh yellowtail crudo, or even buttermilk fried chicken. Enjoy!
",Other White Wines
"Once again, another release of Loxarel Reserva Familiar brings the goods. As always, the aromatics are filled with generous yellow fruits, clean chalk and some traces of the Mediterranean countryside. It's the palate where the fireworks really begin: ripe citrus fruits show real precision and a mouthwatering saline quality as well, with a fine stream of bubbles creating a wonderful texture, and flavors that linger nicely long after taking a sip of the wine. For this organic, estate grown, old vine Xarel-lo dominated blend, carefully aged on its lees for over five years and then hand disgorged (and hand labelled!) to come in at under $20 is mind boggling. I don't say this lightly, but pound for pound, euro for euro and dollar for dollar, this is my favorite bottle of bubbles in the store.
",Other White Wines
"Gosset wines prove that Champagne need not exist on a richness to freshness spectrum, but that both sensations can be achieved in unison to magnificent ends. On the nose, the Brut Excellence displays lovely chalk and sweet pastry notes.  The Pinot Noir takes over on the palate with rich red fruit elements which meld perfectly into a pronounced acid-driven freshness and a creamy, silky texture at the same time!  A remarkable combination!
",Other White Wines
"This lovely bubbly is excellent and is also a great value! Initially, it is rich with baked bread scents, vanilla and luscious yellow fruits. On the palate, it starts off rich and heady with rich mid-palate of Bartlett pears and fresh cream. The finish is a nice surprise, with bright acidity and just a hint of minerality. One of my favorite memories of this wine was having it with Caprese fare on a lovely warm night in Epernay. It was the perfect apertif!
",Other White Wines
"Very few famous negociants are making Champagne of this quality- this is poised, balanced Champagne that has soul as well as polish. The Gosset Excellence is a great way to welcome friends to a dinner party, but also does very well with food and just one other special person!
",Other White Wines
"While it's common to start with a bone-dry wine as the aperitif, I favor wines with a little more ""oomph"" for companionship as I get dinner on the table. A glass of the Gosset Brut Excellence keeps my hunger pains at bay with exotic freshness and a round, supple texture. A special value right now at $25.99 - you'll have to race me to the shelf!
",Other White Wines
"This great house, located in Ay, is owned by the Roederer group but has a style all of its own. If you love the big, broad Pinot Noir wines of Champagne, this is for you. The wine has a good amount of toast, plenty of richness and finishes dry
",Other White Wines
"I recently tasted this at our Champagne event and was pleasantly suprised by the balance and concentration of this wine. A balanced blend with richness and stone fruit notes as well and a very full mouth feel.
",Other White Wines
"Half-bottles are not always the most economical option for Champagne, but Aspasie's 375 mls prove to be an incredible exception. Holiday-ready, the current release of Carte Blanche still spends five years on the lees, and has the biscuity notes to prove it, but shows even crisper acidity. Paul-Vincent Ariston is committed to making high quality entry level wine, and there’s no doubt he’s accomplished that here. A traditional cépage of 40% Chardonnay and 30% each of Pinot Noir and Meunier, the Carte Blanche shows apple and crunchy pear fruit, tempered by underlying chalky notes, mousse texture, and a toasty finish. This is a bright spot in our DI Champagne line up – both figuratively and stylistically – and I'm happy to turn savvy drinkers on to this value.
",Other White Wines
"The perfect bottle for a picnic! This lightly yeasty bubbly has fresh apple fruit, toast and a lingering finish with good acidity. This wine is just fine by itself or great with everything from sandwiches to roast chicken.
",Other White Wines
"A teeny-tiny version of the Aspasie classic Carte Blanche? Get me a picnic basket or a seat by the fire! I'm in! A miniature version of the well-balanced, delicious champagne that we sell by the, well, boatload as it were. Get it now- this is all that is left!
",Other White Wines
"Wonderfully balanced bubbles for a wonderfully balanced price tag. The Carte Blanche is my most often used excuse to open bubble just for the sake of having a glass of Champagne, there are always a couple of bottles stashed away around my house. Powerfully elegant, with toasted nutty notes and a length on the finish that reasserts why I love this wine.
",Other White Wines
"Traditional notes of wheat toast, brioche, freshly cut apples and apple skins rise from the glass on lively, persistent bubbles. The palate is beautifully balanced with baked apple, a dusting of brown sugar, and citrus rind all rounded out with a touch of toastiness. A great value in Champagne.
",Other White Wines
"We have been working with Aspasie for years, as they were our first direct import Champagne producer. Their wine continues to be of the highest quality, making it the best value Champagne in the store. Year after year, the rosé is my favorite rosé in the store. With flavors of black cherry, ripe cranberry, rosemary and an earthier backbone, this rose is beautiful both as an aperitif and especially fantastic with food. Try it with a roast duck or heavier fish like salmon or tuna steak.
",Other White Wines
"A perennial favorite, the rosé does not disappoint on this go-round. Pretty raspberry and black cherry notes highlight the freshness and richness of the wine. Unbelievable quality at the price.
",Other White Wines
"An electric rosé! Composed of 50% Pinot Noir and 50% Meunier, this expensively-made wine goes through carbonic maceration and the saignée method, with a little still red wine added in. The result is stunning: gorgeous wild berry fruit with delicate bead, bracing acidity and a clean, minerally finish.
",Other White Wines
"While so many of the Moscato d'Astis in our market are made commercially in large quantites, the same cannot be said of this one. It's really quite special and, in our opinion, among the best made. Gianni and Paola Doglia own a small property near Castignole Lanze, Asti that producers a mere 3500 cases per year. Their Moscato offers an impressive aromatic array of white peach, melon, orange and honey as well as a zesty and refreshing palate of creamy goodness. It's pleasantly sweet yet very fresh making it especially good at the end of a meal or on a hot afternoon.
",Other White Wines
"As I am also the new German and Alsatian buyer at K&L I may have geeked-out a little while trying this wine for the first time, but the wine certainly delivered with a clean, refined, yet uniquely expressive voice that I was hoping to find.  This wine is a true field blend (harvested and fermented together; rare in the modern era) with three Alsatian varietals: 80% Gewurztraminer, 10% Riesling, and 10% Pinot Gris; thus the name TORU or “three” in the Maori language.  Initially I told myself I would hunt for all three varietals on the nose but what I found was much more.  In the glass it started with white and yellow honeysuckle flowers, lime blossom, honeycomb and a briny essence that leaned toward Mediterranean sea salt.  The quartz minerality that developed was a welcome surprise after a few swirls in the glass.  The wine has real “tension” and precision; high praise if used to describe German wines to a German!  On the palate I found a gripping wine that is beautifully confounding and amazingly harmonious.  Trying to pull the tree varietals apart was a fool’s errand and I was better served understanding the precision and style intended by a master winemaker.  Fresh not sweet, and at 13.5% alcohol most would probably define the wine as dry – I would.  This wine came home with me and Thai was its happy partner!
",Other White Wines
"A fantastic Thanksgiving wine. This delicious and  versatile white field blend combines the wonderful aromatics of Gewurtz, the textural qualities of Pinot Gris and the acidic backbone and minerality of Riesling. All fruit is from the organically farmed home block at Te Whare Ra with the Riesling coming from 38 year old vines. This is super quaffable and refreshing but still has detail and complexity. Another cracker from TWR.
",Other White Wines
"This is a truly lovely wine from a rather off-the-beaten-path region. This lovely little white wine is both crisp, refreshing, and complex. On the nose it shows elements of white pear, honeycomb, and apple blossom. This gives way to lovely round orchard fruits on the palate (think white peach and apple), with a completely dry finish.
",Other White Wines
"Don't let the less than famous 2011 vintage fool you- this is flat out one of the top Pinot Noir Champagnes that we have in the store at any price. It is composed exclusively from old massal selected vineyards in the grand cru of Verzenay, and manages to be both very concentrated, powerful and rich as well as maintaining a chalky lift that only the best terroirs can offer in Champagne. If you are looking for kaleidoscope like, multi faceted Champagne this is for you. Too bad we only received five cases!
",Other White Wines
"I love Pinot Noir Champagnes.  I’m always stunned at the power and grace of the good ones, and the Memoire de Vignes from Michel Arnould is, for me, the pinnacle of that style.  Made exclusively from the oldest of their estate Grand Cru vines, the precision and depth here are stunning.   The rich fruit flavors (think mirabelles, golden apples, cherries, dried apricots) are met on the back end by an equally intense acidity, brimming with minerals and soft spice notes.  As you let it warm in your glass, the complexity and length explode!  This is a world class, vintage Champagne offered at a mind bogglingly low price.
",Other White Wines
"Hold on to summer with this crisp Vinho Verde! This is a very, very easy-drinking white. Grab some crab legs or grill up some white fish and enjoy the extended warm weather with THE crab wine. Cheers!
",Other White Wines
"Easy-drinking crowd favorite “the crab wine” is back! Effervescent and refreshing, this Portuguese classic shows the slightly sweeter side of Vinho Verde but maintains that crisp, beautifully dry vibrancy. A warm weather winner.
",Other White Wines
"Beware the crab! This inexpensive summer sipper is a delicious, sweet-tart apple, slightly fizzy vinho verde and amongst our most popular wummer whites. Refreshing and so easy to drink!
",Other White Wines
"Lively, clean and crisp with nice citrus overtones. The Messias Santola has a hint of fizz to provide a delicious freshness to the wine. Great alone or with light foods. Very dry and very good.
",Other White Wines
"Its like a white wine spritzer but better! I love this Fizzy, zippy, frizzante, dry white wine! I can drink it all day long, and my palate stays refreshed and alive with this wonderful wine! Great with salads, fish, Mexican food, or just on its own!
",Other White Wines
"This is my favorite Vinho Verde in the store right now. It has plenty of zesty minerality and lemon-lime freshness. Its dry and racy and, while I'm sure it's fabulous with crab, as the name implies, I think it would pair well with most white-fleshed fish or garlicky pork kabobs hot off the grill.
",Other White Wines
"Love bright, fresh, affordable Vinho Verde? This is simply delish! Super low alcohol at 9%, this vinho verde is slightly fizzy, with notes of apple, pear and lime zest with fresh minerality and lots of zip. Stock up- this one has been flying out of the store in the hands of every staff member! (Including me!)
",Other White Wines
"The 2006 Ellner Seduction opens with a yeasty, brioche nose and hints of geranium. Green apple fruit shines through but the palate is rounder, with supple texture reminiscent of honey. The acid is easygoing without sacrificing lift, and gives way to a chalky, pithy finish. Lots of structure now but should show more of 2006’s ripeness as it ages.
",Other White Wines
"This vintage Champagne gem comes entirely from the Ellner estate: 60% Chardonnay from the Grand Crus of Avize and Chouilly and 40% Pinot Noir from the 1er Cru of Tauxieres. Like all of the Ellner wines, this Seduction has not gone through malolactic fermentation, and as such has very good zip and drive even though it is from quite a ripe vintage. The long, eight year sur-lie aging process has given this wine the classic brioche aromas and fine texture that we want in the best of vintages Champagne.
",Other White Wines
"This is one of the more low-profile super-values in our direct import portfolio.  Elisabeth Egrot used to sell under her maiden name, Goutourbe, to a large and dedicated fan base. Her new name hasn’t quite gained the same traction, but her wines are better than ever.  This superb vintage offering comes entirely from the Grand Cru village from Ay, from a vintage renowned for the power of its fruit.  The richness and depth of the fruit manifest with flavors of gala apple, anjou pear, sweet Meyer lemon, and dried apricots, with equally intense acidity and minerals (no dosage was added creating superb balance.)   Incredible for sub-$40 Champagne.
",Other White Wines
"Heady with toasty biscuit notes up front, plus golden apple and bright Asian pear throughout the rich palate, Egrot Champagne always delivers, and this well-priced release is no exception. No dosage and clean minerality keep things lively in the glass, but there’s enough juicy citrus fruit to show off the warmer vintage. While the name and label change can make it tricky to recognize this Direct Import as Elisabeth Goutorbe, quality is as strong as ever, and the 2009 is already drinking beautifully.
",Other White Wines
"Quick! Before the masses find out about this fine, grower producer and send the price point soaring, make sure to pick up a bottle (or twelve) so you can say you owned it back when it was only $40 a bottle. Made from a vintage blend of Pinot Noir and Chardonnay, this handcrafted bottling is bright but silky on the palate, showing ripe citrus and white peach flavors alongside compelling minerality and buttery, brioche-y richness.
",Other White Wines
"If you need a party Champagne, look no further.It is here! Elisabeth Goutorbe Champagne is a classic blend of Chardonnay, Pinot Noir and is light, bright and beautifully made.Citrus fruits jump out of the glass, followed by lovely, freshly-baked biscuit flavors.This can be served on its own, or with party nibbles.Amazing with seafood, too.
",Other White Wines
"I've always liked Fiano d'Avellino but never had my breath taken away like I have with this wine.  The nose is classic all beeswax and lanolin until the dried flowers and spice kick in. Then on the palate you see the real impressive portion of the wine, the 2015 vintage is sensational and for Sarno the added dimension on palate is incredible, the richness is skewered by a mix of tannin and mineral driven acidity giving it weight with a real lift on the back end. The flavors are a mix of Kaffir lime and ripe Bosc pear that enliven the richness of the wine and seem to create flow. The finish is improperly named, it never seems to finish, just on and on and on, more lime more pear and then that ground mineral zip. I would love to have this with a bigger, more structured fish like Swordfish although I'm sure many of you'd head towards Lobster. I really think this wine is stunning; you definitely need to try this!
",Other White Wines
"Fiano is one of the noble white grapes of Southern Italy and Sarno is without doubt one the finest producers of it. Theirs combines richness and structure and the 2015 vintage takes the aromatics and palate to another level. Subtle scents of beeswax, pear and citrus precede a round and seamless palate with a core of vibrant acidity and a chalky mineral finish. This sensational white will age gracefully and will develop more complex notes of honey and hazelnuts as it matures.
",Other White Wines
"Sarno is one of the greatest for Fiano and I had high hopes for this. Truly text book here with tones of white flowers, ripe peaches and acacia honey. The honey becomes freshly harvest beeswax on the palate with tons of texture and a long finish. Fiano is great when there's acid and this one integrates it perfectly. Another stupendously drinkable wine from Sarno and easy to integrate into almost any meal.
",Other White Wines
"If you're a lover of vin jaune (yellow wine) like myself, then you are definitely in for a treat with Domaine Dugois's 2010 Arbois Vin Jaune. Funky and all over the place, like any classic wine from Jura, this vin jaune is an untamed beast, and I mean that in the best way possible. The flavor profile is salty, mushroomy, and carries subtle notes of caramelized onions. If you love sherry or you're feeling adventurous, and want a fantastic funky white wine, this may be the wine for you.
",Other White Wines
"This nutty, cheesy, yeasty masterpiece has that ever interesting oxidative edge with tart lemon, roasted nut, and mineral flavors. Underlying yellow fruits and spices give complexity and pleasant nuance to the overall character. This is the best wine that I have tried in the last two weeks, bar none!
",Other White Wines
"This unique wine reveals its seductive nature over time, having spent over six years in old barriques under a thin layer of yeast, or voile, a maturing regimensimilar to sherry, which allows for generous oxidation, slow evaporationand the development of intense, complex flavors of ginger, walnut, currypowder and apricot, with a salty tang. Often served with the local Comtécheese, this famous “yellow wine” will also pair well with mushroomrisottos. And the real beauty of a Vin Jaune? It can age for many decades, if desired.
",Other White Wines
"The wines of Verzenay are some of my very favorite in all of Champagne, and Patrick Arnould of Champagne Michel Arnould makes some of the very best. This wine has the magical hazelnut quality that many (including myself!) often miss for wood treatment in blind tastings. Because this Grand Cru village faces north the wines are always electric and vibrant, even with high percentages of Pinot in the blend. This is one of our finest values in top grower Champagne, and the price makes it unmissable!
",Other White Wines
"This standard bearer of Champagne Michel Arnould is both high quality and a fine value. The Pinot Noir dominant blend is redolent with deep cherry fruit, toasted nuts and fine acidity. It could err on the side of big and bold but, it stops just short and offers up balance and interesting character. A great bubbly to drink on its own or to pair with fowl, pork or even lighter beef dishes.
",Other White Wines
"One of the remarkable things about our direct import program in Champagne and the many small grower producers with whom we work is the opportunity to taste wines from a specific region of Champagne, wines that reflect the particular terroir of one village or another. Upon first sip, I absolutely fell in love with the wines of Michel Arnould. In places like Verzenay and Bouzy in the Montaigne de Reims, Pinot Noir is king. These are big, bold, black fruited Champagnes that really deserve to be drunk out of a Burgundy glass and paired with a meal. The Michel Arnould Verzenay Reserve Brut Cham[pagne is a great introduction to the region, and a steal at this price.
",Other White Wines
"Exceedingly well composed, the tension between the palate’s richness and the countervailing tug of acidity is judged just right. Flavor-wise, there’s some nuttiness, white berry, and waxy fruit, with a wee hint of bolete in back of it all. Texturally, it is quite fine: this is the complete package. My only nit to pick here is the under-the -radar label, but don’t let that deter you from the superlative Champagne underneath it.
",Other White Wines
"This is a fantastic non-vintage bottling from Michel Arnould.  The blend consists of a heavy dose of Pinot Noir (75%) and the rest Chardonnay, which creates a wonderfully delicate and floral nose that leads into heaps of red fruit and red berries.  The finish is clean and citric.  A truly special bottle of bubbles.
",Other White Wines
"A super pretty, floral, pure and elegant Champagne. Aromas of spiced red berries, baked bread, and rose petal. On the palate it has lovely soft red fruit from the wines 75% Pinot Noir composition. Great drive and freshness on the palate. A lovely expression of this special village (Verzenay). Clean, crisp and quaffable. Great party Champagne. A serious value at just over $30. Crushes most of the ""big house"" guys on quality at a considerably lower price point.
",Other White Wines
"Creamy with a bright apple nose and solid minerality, this is classic Verzenay: qualities of hazelnut and cherry shine through, with a richness that almost defies its stainless and enamel aging.  The great price makes this beauty go down even easier - a perfect party-pleasing Champagne.
",Other White Wines
"I love the smooth nature of this Champagne, that subtle richness of the mousse, just a creamy texture yet backed up by an excellent acidity, crisp, light and refreshing--the best of both sides. Such a deal, buy two!
",Other White Wines
"I'm still sticker shocked at the price for this Champagne, I can't believe it's only $33. This bubbly has such complexity and elegance. The nose provides notes of apple, pith and chalky minerality while the palate is classic Verzenay with black cherry and hazelnut.  The palate is rich with a beautiful creamy texture, yet this wine sees no oak. A gorgeous wine for such a steal!
",Other White Wines
